clade_name,14222000860,14222002214,14224007057,14230002867,14231003578,14243004165,14261008867,14265011111,14266010630,14267004596,14270006297,14275002567,14277001579,14277004053,14280000918,14280007449,14281004042,14281010506,14282006614,14294002223,14294008232,14295003788,14297006897,14297007222,14302008148,14305002017,14306003432,14311005496,14324005059,14324007652,14324011089,14325007894,14333003042,14336009506,14347003386,14364002390,15003000243,15004000359,15007005681,15013006888,15022002052,15022009124,15033005121,15042007560,15047003896,15053004744,15074001085,15075007377,15145002518,15150002251,15172000581,15183009449,15183011312,15202001672,15215011523,15249004285,15272010763,15283000569,15289004143,15292011308,15293011814,15303009944,15314012103,15315001587,15316011366,15318004439,15327002274,15334011102,15338008398,15338009826,15344004809,15344011012,15347000571,15351007633,15357009163,15361005421,15361005627,16025011001,16033004325,16035004712,16037008119,16066007541,16067010441,16074002883,16078009373,16078009942,16083004463,16090010825,16093001566,16112004607,16131011416,16137013172,16144010073,16154004217,16164004776,16182011162,16190004049,16222006583,16226000979,16227004893,16234005390,16245010913,01-S01,02-S01,03-S01,04-S01,05-S01,06-S01,07-S01,08-S01,09-S01,10-S01,11-S01,12-S01,13-S01,14-S01,15-S01,16-S01,17-S01,18-S01,19-S01,20-S01,CNTM_S1,CNTM_S10,CNTM_S11,CNTM_S12,CNTM_S13,CNTM_S14,CNTM_S15,CNTM_S16,CNTM_S17,CNTM_S18,CNTM_S19,CNTM_S2,CNTM_S20,CNTM_S21,CNTM_S22,CNTM_S23,CNTM_S24,CNTM_S25,CNTM_S26,CNTM_S27,CNTM_S28,CNTM_S29,CNTM_S3,CNTM_S30,CNTM_S31,CNTM_S32,CNTM_S33,CNTM_S34,CNTM_S35,CNTM_S36,CNTM_S37,CNTM_S38,CNTM_S39,CNTM_S4,CNTM_S40,CNTM_S41,CNTM_S42,CNTM_S43,CNTM_S44,CNTM_S45,CNTM_S46,CNTM_S47,CNTM_S48,CNTM_S49,CNTM_S5,CNTM_S50,CNTM_S51,CNTM_S52,CNTM_S53,CNTM_S54,CNTM_S55,CNTM_S56,CNTM_S57,CNTM_S58,CNTM_S59,CNTM_S6,CNTM_S60,CNTM_S61,CNTM_S62,CNTM_S63,CNTM_S64,CNTM_S65,CNTM_S66,CNTM_S67,CNTM_S68,CNTM_S69,CNTM_S7,CNTM_S70,CNTM_S71,CNTM_S72,CNTM_S73,CNTM_S74,CNTM_S75,CNTM_S76,CNTM_S77,CNTM_S78,CNTM_S79,CNTM_S8,CNTM_S80,CNTM_S81,CNTM_S82,CNTM_S83,CNTM_S84,CNTM_S85,CNTM_S86,CNTM_S9
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Lancefieldella|s__Lancefieldella_rimae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00273,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04949,0,0,0,0,0,0,0,0.0115,0,0,0,0,0,0.06126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126,0,0.00152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02157,0,0,0,0.01117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB14845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06241,0,0,0,0,0.04491,0,0,0,0,0.02223,0,0,0,0,0,0,0,0,0.04085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_sp_Marseille_P2844|t__SGB4045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09169,0.06744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03297,0,0.04085,0,0,0,0,0,0,0,0,0,0,0,0,0.02314,0.07852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB3035|o__OFGB3035|f__FGB3035|g__GGB9523|s__GGB9523_SGB14922|t__SGB14922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Lancefieldella|s__Lancefieldella_rimae|t__SGB985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00273,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04949,0,0,0,0,0,0,0,0.0115,0,0,0,0,0,0.06126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126,0,0.00152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02157,0,0,0,0.01117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB3004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Murimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21703,0,0,0,0,0,0,0,0,0,0,0,0,0.09005,0.00036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00576,0,0,0.00267,0,0,0,0,0.00334,0,0,0,0,0,0,0,0,0,0,0,0,0.01148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47506,0.00857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15918,0,0.30764,0.26836,5.07507,0,0,0,0,0,0,0,0.7022,0.01442,0,0.30924,0,0,0,0,0.01574,0.31236,0,0,0,0,0,0,0,0,0,0,0.01061,0.05845,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Pseudoruminococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17033,0,0,0,0,0,0,0,0,0.01899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00073,0,0.00487,0,0,0,0,0,0,0,0,0,0,0,0.01309,0,0,0,0,0.00028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00331,0,0.00203,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB3817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04719,0,0,0,0,0.50886,0,0.06687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01734,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB3004|s__GGB3004_SGB3995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_sp_An232A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Murimonas|s__Murimonas_intestini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21703,0,0,0,0,0,0,0,0,0,0,0,0,0.09005,0.00036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00576,0,0,0.00267,0,0,0,0,0.00334,0,0,0,0,0,0,0,0,0,0,0,0,0.01148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47506,0.00857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15918,0,0.30764,0.26836,5.07507,0,0,0,0,0,0,0,0.7022,0.01442,0,0.30924,0,0,0,0,0.01574,0.31236,0,0,0,0,0,0,0,0,0,0,0.01061,0.05845,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_gauvreauii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13903,0,0,0,0,0,0,0,0,0,0,0,0.00737,0,0,0,0,0,0,0.06827,0,0,0.10378,0.01037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03352,0,0,0,0,0,0,0,0,0.00595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00038,0,0.03174,0,0,0.00091,0,0.00537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01449,0,0,0,0,0,0,0.05977,0,0,0,0,0,0,0,0,0.00397,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Pseudoruminococcus|s__Candidatus_Pseudoruminococcus_merdavium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17033,0,0,0,0,0,0,0,0,0.01899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00073,0,0.00487,0,0,0,0,0,0,0,0,0,0,0,0.01309,0,0,0,0,0.00028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00331,0,0.00203,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB3817|s__GGB3817_SGB5182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04719,0,0,0,0,0.50886,0,0.06687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01734,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_sp_OF01_20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03043,0,0,0,0,0,0,0,0,0,0,0.24312,0,0,0,0,0,0,0,0,0,0.08038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Christensenellaceae|g__Christensenellaceae_unclassified|s__Christensenellaceae_bacterium|t__SGB14123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29609,0,0,0,0,0,0,0,0,0,0,0,0.12853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11511,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB4673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13679,0,0,0,0,0,0,0,0,0,0,0.08333,0,0,0,0,0,0.4999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3074,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB3004|s__GGB3004_SGB3995|t__SGB3995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_sp_An232A|t__SGB14805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Murimonas|s__Murimonas_intestini|t__SGB25538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21703,0,0,0,0,0,0,0,0,0,0,0,0,0.09005,0.00036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00576,0,0,0.00267,0,0,0,0,0.00334,0,0,0,0,0,0,0,0,0,0,0,0,0.01148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47506,0.00857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15918,0,0.30764,0.26836,5.07507,0,0,0,0,0,0,0,0.7022,0.01442,0,0.30924,0,0,0,0,0.01574,0.31236,0,0,0,0,0,0,0,0,0,0,0.01061,0.05845,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_gauvreauii|t__SGB29375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13903,0,0,0,0,0,0,0,0,0,0,0,0.00737,0,0,0,0,0,0,0.06827,0,0,0.10378,0.01037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03352,0,0,0,0,0,0,0,0,0.00595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00038,0,0.03174,0,0,0.00091,0,0.00537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01449,0,0,0,0,0,0,0.05977,0,0,0,0,0,0,0,0,0.00397,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB3993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133,0,0.22941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Pseudoruminococcus|s__Candidatus_Pseudoruminococcus_merdavium|t__SGB59562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17033,0,0,0,0,0,0,0,0,0.01899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00073,0,0.00487,0,0,0,0,0,0,0,0,0,0,0,0.01309,0,0,0,0,0.00028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00331,0,0.00203,0,0,0,0,0,0,0,0,0,0,0
