clade_name,CDFMT_3,CDFMT_4,CDFMT_5,CDFMT_41,CDFMT_43,220509_CDFMT-58,220509_CDFMT-59,220509_CDFMT-60,220509_CDFMT-61,220509_CDFMT-84,220509_CDFMT-85,220509_CDFMT-86,Expt2_eng_stool_2,Expt2_eng_stool_3,Expt2_eng_stool_4,Expt2_eng_stool_1,S97,S98,S99,S175,S176,S177,S101,S102,S103,S104,S179,S180,S181,S182,S105,S107,S183,S184,S185,S186,S109,S110,S111,S187,S188,S189,S190,S112,S113,S191,S192,S193,CDFMT_6,CDFMT_7,CDFMT_8,CDFMT_9,CDFMT_44,NextSeq1_1-4,NextSeq1_1-5,NextSeq1_1-6,220509_CDFMT-62,220509_CDFMT-63,220509_CDFMT-64,220509_CDFMT-65,Expt2_eng_stool_5,Expt2_eng_stool_8,Expt2_eng_stool_7,Expt2_eng_stool_6,S198,S199,DLAP-S114,DLAP-S115,DLAP-S116,S202,S203,S204,S205,CDFMT_10,CDFMT_11,CDFMT_12,CDFMT_13,NextSeq1_1-7,NextSeq1_1-8,NextSeq1_1-9,Expt2_eng_stool_10,Expt2_eng_stool_9,CDFMT_14,CDFMT_15,CDFMT_16,CDFMT_17,NextSeq1_1-10,NextSeq1_1-11,NextSeq1_1-12,NextSeq1_1-13,220509_CDFMT-68,220509_CDFMT-69,Expt2_eng_stool_14,Expt2_eng_stool_13,Expt2_eng_stool_12,Expt2_eng_stool_11,NextSeq1_1-14,NextSeq1_1-15,NextSeq1_1-16,220509_CDFMT-70,220509_CDFMT-71,220509_CDFMT-72,Expt2_eng_stool_17,Expt2_eng_stool_16,Expt2_eng_stool_15,Expt2_eng_stool_18,S118,S119,S120,S121,S122,S123,S124,S125,S126,S127,S128,S129,S130,S131,S132,S133,S134,S135,S136,S137,S160,S161,S162,S167,S168,S169,S170,S194,S195,S196,S197,S210,S211,S212,S214,S215,S216,S217,S218,S219,S220,S221,S222,S223,S224,S225,S226,S227,S228,S229,S230,S231,S252,S253,S254,S255,S260,S262,S263,S268,S269,S270,S271,S272,S273,S274,S275,S300,S301,S302,S303,S304,S305,S306,S307,S308,S309,S310,S311,S312,S313,S314,S315,S316,S321,S322,S323,CDFMT_18,CDFMT_19,CDFMT_21,CDFMT_22,CDFMT_40,S100,220509_CDFMT-102,220509_CDFMT-104,220509_CDFMT-35,220509_CDFMT-36,220509_CDFMT-37,220509_CDFMT-38,220509_CDFMT-39,220509_CDFMT-40,220509_CDFMT-41,220509_CDFMT-42,220509_CDFMT-44,220509_CDFMT-45,220509_CDFMT-46,220509_CDFMT-47,220509_CDFMT-49,220509_CDFMT-50,220509_CDFMT-51,220509_CDFMT-54,220509_CDFMT-55,220509_CDFMT-56,220509_CDFMT-57,220509_CDFMT-66,220509_CDFMT-73,220509_CDFMT-74,220509_CDFMT-75,220509_CDFMT-76,220509_CDFMT-77,220509_CDFMT-87,220509_CDFMT-88,220509_CDFMT-89,220509_CDFMT-90,220509_CDFMT-91,220509_CDFMT-92,220509_CDFMT-93,220509_CDFMT-94,220509_CDFMT-95,220509_CDFMT-96,NextSeq1_1-17,CDFMT_20
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae,6.45604,8.53134,9.45569,8.62556,6.6258,14.00943,9.33683,6.95049,7.24629,7.68912,11.23248,8.67242,9.35504,9.69526,11.43823,7.16986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.72335,3.07449,4.85354,3.14505,3.21545,2.92501,6.50933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.62943,6.43161,5.28648,4.89949,3.57117,5.85063,4.45515,18.07579,13.95463,0.04966,0.95922,1.18786,0.16603,0.70392,0.746,0.82756,0.56904,0.67582,1.28598,4.14029,1.64843,2.06536,5.96665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1575,4.95017,4.53107,0,0,0,6.29663,5.0107,3.49898,7.51777,0,0,0,0,0,0,5.76903,4.46005,6.48448,8.87061,0,0,0,0,0,0,0,0,0,0,0,4.82317,4.13509,3.6201,5.15092,0,0,0,0,8.53424,4.15852,4.93663,7.48243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86605,4.26387,4.7465,4.82415,0,0,0,0,5.83407,5.69042,4.95051,5.80881,0,0,0,0,0,0,0,0,0,6.8507,0,0,0,10.87246,5.9311,10.37596,6.36505,0,0,0,0,5.88583,1.18456,2.42311,2.22365,0,0,0,0,0,0,0,8.60584,0,0,0,0,0,4.24275,0,0,0,0,7.85402,9.96492,1.93808,1.40291,1.42259,0,0
k__Bacteria|p__Firmicutes|c__CFGB3608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03008,0.00361,0.03047,0,0.03147,0.04322,0.0252,0,0.00134,0.02076,0.01991,0.0253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08454,0.08839,0.07072,0,0.02971,0.01194,0.06617,0.11283,0.00638,0,0,0,0,0,0,0,0,0,0,0,0,0.03377,0.02801,0.04005,0.0095,0.00591,9e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03051,0.03384,0.04507,0.01462,0.0154,0.01448,0.02701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02475,0.024,0.03784,0.04407,0.01905,0.01525,0.02242,0.01969,0,0,0,0,0,0,0,0,0,0.02469,0.02955,0.02931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04408,0.02222,0,0,0,0,0,0,0.02716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04949,0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales,6.45604,8.53134,9.45569,8.62556,6.6258,14.00943,9.33683,6.95049,7.24629,7.68912,11.23248,8.67242,9.35504,9.69526,11.43823,7.16986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.72335,3.07449,4.85354,3.14505,3.21545,2.92501,6.50933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.62943,6.43161,5.28648,4.89949,3.57117,5.85063,4.45515,18.07579,13.95463,0.04966,0.95922,1.18786,0.16603,0.70392,0.746,0.82756,0.56904,0.67582,1.28598,4.14029,1.64843,2.06536,5.96665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1575,4.95017,4.53107,0,0,0,6.29663,5.0107,3.49898,7.51777,0,0,0,0,0,0,5.76903,4.46005,6.48448,8.87061,0,0,0,0,0,0,0,0,0,0,0,4.82317,4.13509,3.6201,5.15092,0,0,0,0,8.53424,4.15852,4.93663,7.48243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86605,4.26387,4.7465,4.82415,0,0,0,0,5.83407,5.69042,4.95051,5.80881,0,0,0,0,0,0,0,0,0,6.8507,0,0,0,10.87246,5.9311,10.37596,6.36505,0,0,0,0,5.88583,1.18456,2.42311,2.22365,0,0,0,0,0,0,0,8.60584,0,0,0,0,0,4.24275,0,0,0,0,7.85402,9.96492,1.93808,1.40291,1.42259,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0,0,0.06256,0.06035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10715,0.06157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05209,0.06648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB3608|o__OFGB3608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03008,0.00361,0.03047,0,0.03147,0.04322,0.0252,0,0.00134,0.02076,0.01991,0.0253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08454,0.08839,0.07072,0,0.02971,0.01194,0.06617,0.11283,0.00638,0,0,0,0,0,0,0,0,0,0,0,0,0.03377,0.02801,0.04005,0.0095,0.00591,9e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03051,0.03384,0.04507,0.01462,0.0154,0.01448,0.02701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02475,0.024,0.03784,0.04407,0.01905,0.01525,0.02242,0.01969,0,0,0,0,0,0,0,0,0,0.02469,0.02955,0.02931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04408,0.02222,0,0,0,0,0,0,0.02716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04949,0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae,6.45604,8.53134,9.45569,8.62556,6.6258,14.00943,9.33683,6.95049,7.24629,7.68912,11.23248,8.67242,9.35504,9.69526,11.43823,7.16986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.72335,3.07449,4.85354,3.14505,3.21545,2.92501,6.50933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.62943,6.43161,5.28648,4.89949,3.57117,5.85063,4.45515,18.07579,13.95463,0.04966,0.95922,1.18786,0.16603,0.70392,0.746,0.82756,0.56904,0.67582,1.28598,4.14029,1.64843,2.06536,5.96665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1575,4.95017,4.53107,0,0,0,6.29663,5.0107,3.49898,7.51777,0,0,0,0,0,0,5.76903,4.46005,6.48448,8.87061,0,0,0,0,0,0,0,0,0,0,0,4.82317,4.13509,3.6201,5.15092,0,0,0,0,8.53424,4.15852,4.93663,7.48243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86605,4.26387,4.7465,4.82415,0,0,0,0,5.83407,5.69042,4.95051,5.80881,0,0,0,0,0,0,0,0,0,6.8507,0,0,0,10.87246,5.9311,10.37596,6.36505,0,0,0,0,5.88583,1.18456,2.42311,2.22365,0,0,0,0,0,0,0,8.60584,0,0,0,0,0,4.24275,0,0,0,0,7.85402,9.96492,1.93808,1.40291,1.42259,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34776,0.04323,0.09769,0.49265,0.35337,0.41869,0.34051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2039,0.43343,0.17225,0.30524,0.25289,0.22143,0.39829,0.01675,0.00807,0,0.01358,0,0,0,0.57245,0.3926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36289,0.2084,0.23977,0,0,0,0.32781,0.22336,0.18433,0.14123,0,0,0.28967,0.18079,0.35979,0.40446,0.32178,0.29516,0.25564,0.29817,0,0,0,0,0,0,0,0,0,0,0,0.42791,0.42076,0.21632,0.22608,0,0,0,0,0.28042,0.24874,0.1522,0.1884,0,0,0.28361,0.40975,0.29291,0,0,0,0,0,0,0,0,0,0,0,0.36531,0.33864,0.38597,0.25529,0,0,0,0,0.19498,0.32995,0.20641,0.24161,0,0,0.41598,0.34072,0.42203,0,0,0,0,0,0,0.34107,0.34753,0,0,0,0,0,0,0,0,0.32852,0,0,0,0,0,0,0.49769,0.42455,0.45229,0.48457,0.36136,0,0.44086,0.36203,0.32514,0.34748,0,0,0,0,0,0.70046,3.59935,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis,0.37907,0.7134,0.35149,1.22796,1.57241,0.60554,0.70175,0.26338,0.98075,0.37302,0.54419,0.56555,0.67635,0.66982,0.47207,0.69011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10117,0.03966,0.2083,0.15457,0.13748,0.05914,0.10132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23309,0.0397,0.15421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10337,0.07095,0.00833,0.12499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25836,0.21863,0.03863,0.07137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2744,0,0,0,0.41105,0.52669,0.25305,0.34829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59899,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0,0,0.06256,0.06035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10715,0.06157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05209,0.06648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB3608|o__OFGB3608|f__FGB3608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03008,0.00361,0.03047,0,0.03147,0.04322,0.0252,0,0.00134,0.02076,0.01991,0.0253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08454,0.08839,0.07072,0,0.02971,0.01194,0.06617,0.11283,0.00638,0,0,0,0,0,0,0,0,0,0,0,0,0.03377,0.02801,0.04005,0.0095,0.00591,9e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03051,0.03384,0.04507,0.01462,0.0154,0.01448,0.02701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02475,0.024,0.03784,0.04407,0.01905,0.01525,0.02242,0.01969,0,0,0,0,0,0,0,0,0,0.02469,0.02955,0.02931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04408,0.02222,0,0,0,0,0,0,0.02716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04949,0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia,6.45604,8.53134,9.45569,8.62556,6.6258,14.00943,9.33683,6.95049,7.24629,7.68912,11.23248,8.67242,9.35504,9.69526,11.43823,7.16986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.72335,3.07449,4.85354,3.14505,3.21545,2.92501,6.50933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.62943,6.43161,5.28648,4.89949,3.57117,5.85063,4.45515,18.07579,13.95463,0.04966,0.95922,1.18786,0.16603,0.70392,0.746,0.82756,0.56904,0.67582,1.28598,4.14029,1.64843,2.06536,5.96665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1575,4.95017,4.53107,0,0,0,6.29663,5.0107,3.49898,7.51777,0,0,0,0,0,0,5.76903,4.46005,6.48448,8.87061,0,0,0,0,0,0,0,0,0,0,0,4.82317,4.13509,3.6201,5.15092,0,0,0,0,8.53424,4.15852,4.93663,7.48243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86605,4.26387,4.7465,4.82415,0,0,0,0,5.83407,5.69042,4.95051,5.80881,0,0,0,0,0,0,0,0,0,6.8507,0,0,0,10.87246,5.9311,10.37596,6.36505,0,0,0,0,5.88583,1.18456,2.42311,2.22365,0,0,0,0,0,0,0,8.60584,0,0,0,0,0,4.24275,0,0,0,0,7.85402,9.96492,1.93808,1.40291,1.42259,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcaceae_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65016,0.94054,1.69701,1.37147,1.21124,1.31455,1.10539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6402,1.40148,1.21598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93691,1.27645,1.41486,1.12303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67979,1.13396,1.20865,1.18025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB3433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6038,1.06249,2.14085,1.15065,1.36242,1.93463,1.82546,0,0,2.35985,0.02667,0.0074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46384,0.91685,1.57215,2.0453,5.79468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44665,1.36663,2.41055,1.89175,4.2134,4.70904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96836,0.09545,1.85418,1.68996,0.39338,1.57179,2.50985,1.36832,0,0,0,0,0,0,0,0,0,0,0,0,0.00866,0,0,1.33409,0.12646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9751,0.59098,3.12142,2.76669,0,0,2.54483,2.3324,0.50663,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dielma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28387,0.11801,0.15303,0,0.00914,0.06678,0.08839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26067,0,0,0.23937,0.177,0,0,0.00183,0,0.02446,0,0.39691,0.26616,0.3973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44519,1.22428,0.2424,0,0,0,0.23842,0.17525,0.27251,0.2956,0,0,0.76063,0.45474,0,0,0.1537,0.0933,0.16617,0.14522,0,0,0,0,0,0,0,0,0,0,0,0.12557,0,0.37582,0.13959,0,0,0,0,0.18444,0.19174,0.16782,0.11464,0,0,0.36398,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01953,0.01163,0.16085,0.34935,0,0,0,0,0.09052,0.10309,0.15011,0.19078,0,0,0.33917,0.3076,0,0,0,0,0.34199,0,0,0.76154,0.81256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40774,0.2353,0.35967,0.35981,0,0,0.11547,0.33728,0.37049,0.58889,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33431,0.04323,0.08282,0.48303,0.34685,0.41869,0.34051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36289,0.2084,0.23977,0,0,0,0.23544,0.18983,0.13683,0.10202,0,0,0,0,0,0,0.28162,0.27633,0.21241,0.25693,0,0,0,0,0,0,0,0,0,0,0,0.42565,0.42076,0.21632,0.22608,0,0,0,0,0.23598,0.21736,0.14113,0.15998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36311,0.33864,0.38597,0.25529,0,0,0,0,0.16714,0.27859,0.18974,0.20883,0,0,0,0,0,0,0,0,0,0,0,0.28924,0.23109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40001,0.3331,0.3524,0.3628,0,0,0.33762,0.2642,0.23371,0.28643,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Emergencia,0.37907,0.7134,0.35149,1.22796,1.57241,0.60554,0.70175,0.26338,0.98075,0.37302,0.54419,0.56555,0.67635,0.66982,0.47207,0.69011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10117,0.03966,0.2083,0.15457,0.13748,0.05914,0.10132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23309,0.0397,0.15421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10337,0.07095,0.00833,0.12499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25836,0.21863,0.03863,0.07137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2744,0,0,0,0.41105,0.52669,0.25305,0.34829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59899,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Agathobaculum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00035,0.87098,0.06917,0.02354,0.01282,0.38675,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54499,0.10597,0.19894,0,0,0,0,0,1.322,1.05043,0,0,0,0,0,0,0,0,0,0,0,0.12291,0.58069,0.54014,0,0,0,0.14789,0,0,0,0,0,0,0,0,0,0.26028,0.34405,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06673,0.01367,0.19122,0.04737,0,0,0,0,0.23927,0.26598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299,0.00083,0.23687,0.15167,0,0,0,0,0.45786,0.27378,0,0,0,0,0,0,0,0.37416,0.54191,0.76397,0,0,0,0.09971,0.08419,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05757,0.6256,0.28558,0.17068,0.39995,0.25735,0,0.30886,0.07595,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52417,0.00876
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20767,0.27742,0.41946,0.16964,0.12054,0.15297,0.16631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14483,0.18439,0.20041,0.1383,0.07118,0.11961,0.12647,0,0,0,0,0,0,0,0,0,0.27701,0.28143,0.62967,0.47889,0.26635,0.31453,0.2444,0.33497,0.38138,0.4466,0.18206,0.1649,0.56791,0.43024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10996,0.25363,0.2395,0,0,0,0,0,0,0,0,0,0.21681,0.16492,0.12821,0.13885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21697,0.14243,0.28803,0.26497,0,0,0,0,0,0,0,0,0,0,0.17659,0.12951,0.15671,0,0,0,0,0,0,0,0,0,0,0,0.2412,0.22965,0.19963,0.16818,0,0,0,0,0,0,0,0,0,0,0.18229,0.19646,0.13481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1579,0.39466,0.43175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20108,0.25837,0.61549,0,0
