clade_name,CDFMT_3,CDFMT_4,CDFMT_5,CDFMT_41,CDFMT_43,220509_CDFMT-58,220509_CDFMT-59,220509_CDFMT-60,220509_CDFMT-61,220509_CDFMT-84,220509_CDFMT-85,220509_CDFMT-86,Expt2_eng_stool_2,Expt2_eng_stool_3,Expt2_eng_stool_4,Expt2_eng_stool_1,S97,S98,S99,S175,S176,S177,S101,S102,S103,S104,S179,S180,S181,S182,S105,S107,S183,S184,S185,S186,S109,S110,S111,S187,S188,S189,S190,S112,S113,S191,S192,S193,CDFMT_6,CDFMT_7,CDFMT_8,CDFMT_9,CDFMT_44,NextSeq1_1-4,NextSeq1_1-5,NextSeq1_1-6,220509_CDFMT-62,220509_CDFMT-63,220509_CDFMT-64,220509_CDFMT-65,Expt2_eng_stool_5,Expt2_eng_stool_8,Expt2_eng_stool_7,Expt2_eng_stool_6,S198,S199,DLAP-S114,DLAP-S115,DLAP-S116,S202,S203,S204,S205,CDFMT_10,CDFMT_11,CDFMT_12,CDFMT_13,NextSeq1_1-7,NextSeq1_1-8,NextSeq1_1-9,Expt2_eng_stool_10,Expt2_eng_stool_9,CDFMT_14,CDFMT_15,CDFMT_16,CDFMT_17,NextSeq1_1-10,NextSeq1_1-11,NextSeq1_1-12,NextSeq1_1-13,220509_CDFMT-68,220509_CDFMT-69,Expt2_eng_stool_14,Expt2_eng_stool_13,Expt2_eng_stool_12,Expt2_eng_stool_11,NextSeq1_1-14,NextSeq1_1-15,NextSeq1_1-16,220509_CDFMT-70,220509_CDFMT-71,220509_CDFMT-72,Expt2_eng_stool_17,Expt2_eng_stool_16,Expt2_eng_stool_15,Expt2_eng_stool_18,S118,S119,S120,S121,S122,S123,S124,S125,S126,S127,S128,S129,S130,S131,S132,S133,S134,S135,S136,S137,S160,S161,S162,S167,S168,S169,S170,S194,S195,S196,S197,S210,S211,S212,S214,S215,S216,S217,S218,S219,S220,S221,S222,S223,S224,S225,S226,S227,S228,S229,S230,S231,S252,S253,S254,S255,S260,S262,S263,S268,S269,S270,S271,S272,S273,S274,S275,S300,S301,S302,S303,S304,S305,S306,S307,S308,S309,S310,S311,S312,S313,S314,S315,S316,S321,S322,S323,CDFMT_18,CDFMT_19,CDFMT_21,CDFMT_22,CDFMT_40,S100,220509_CDFMT-102,220509_CDFMT-104,220509_CDFMT-35,220509_CDFMT-36,220509_CDFMT-37,220509_CDFMT-38,220509_CDFMT-39,220509_CDFMT-40,220509_CDFMT-41,220509_CDFMT-42,220509_CDFMT-44,220509_CDFMT-45,220509_CDFMT-46,220509_CDFMT-47,220509_CDFMT-49,220509_CDFMT-50,220509_CDFMT-51,220509_CDFMT-54,220509_CDFMT-55,220509_CDFMT-56,220509_CDFMT-57,220509_CDFMT-66,220509_CDFMT-73,220509_CDFMT-74,220509_CDFMT-75,220509_CDFMT-76,220509_CDFMT-77,220509_CDFMT-87,220509_CDFMT-88,220509_CDFMT-89,220509_CDFMT-90,220509_CDFMT-91,220509_CDFMT-92,220509_CDFMT-93,220509_CDFMT-94,220509_CDFMT-95,220509_CDFMT-96,NextSeq1_1-17,CDFMT_20
k__Bacteria|p__Firmicutes|c__CFGB3053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05853,0,0,0.00673,0.0022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02935,0.05369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01393,0,0.02268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00095,0.02355,0,0,0,0,0,0,0,0,0,0,0.00207,0,0.02359,0.03693,0.00147,0,0,0,0,0,0.00186,0.01113,0.02616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00585,0,0,0,0,0,0,0,0,0,0.01462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB40183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria,1.44017,1.02381,1.20469,0.41852,0.35262,0.21695,0,0.78538,0.81008,0.0922,0,0.48704,0.10285,0.16607,0.38655,0.37974,0.03432,0.14773,0.62596,0,0,0,0.05517,0.06679,0.98438,0.05505,0,0,0.004,0.11788,0,0,0,0,0,0,0.25784,0.47715,0.34345,0.06256,0.06035,0,0,0,0,0.18958,0,0,1.2527,1.12635,0.34395,1.30787,0.68783,0.87872,0.62123,0.56491,0,0.04418,0,0,0,0,0,0,0.19792,0.17679,0,0,0,0,0,0,0,0.48715,0.52338,1.85881,0.56557,0.283,0.20201,0.11143,0.6392,0.29554,1.56633,0.58148,1.06182,1.94139,0,0,0,0.00758,0.18619,0.56679,0.2557,2.61519,0.41012,0.66037,0.42784,0.25946,0.66151,2.37131,2.17119,0.38986,0.2265,0.36018,0.58429,0.4015,0,0,0.61405,0.12217,0,0.01689,1.65561,0.16617,0,0,0,0.05881,0.12365,0.04405,0,0,0,0.06018,0.03603,0.0051,0.09023,0.36618,0.93804,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05982,0.05713,0,0,0,0,0.10715,0.06157,0,0,0.28822,0.26642,0,0,0.00146,0.0047,0,0.01383,0.49536,0.51911,0,0,0,0,0,0,0.03288,0,0,0,0,0,0,0,0.05209,0.06648,0,0,0.20648,0.17351,0.18047,0.16859,0,0,0.02754,0,0.19823,0.15121,0,0,0,0.17978,0.31346,0.32385,0.61097,0.20814,81.12685,0,0,0.01995,0.06402,0.54977,0.39983,0,0,0,0,0.68294,2.04146,0.62739,0.68539,0.52761,0.17956,0.14356,0,0,0,0,3.45758,0.65874,0.14413,0.13331,0.11424,0.25736,0.94293,0,0,0,0,0.88374,1.39595,0.00689,0,2.10043,0.18521,1.14051
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.99886,62.29189,56.49494,56.22938,63.29361,45.98223,51.8158,53.00336,53.43523,57.83788,55.20264,54.86903,53.31122,56.20187,57.50018,62.76444,50.94963,56.25099,58.28655,49.12275,56.40087,56.55367,51.60668,51.56191,48.974,50.53908,51.38547,50.7317,63.17364,56.34606,51.21525,50.32229,48.60977,47.06264,52.23445,53.69959,42.84403,43.02575,48.669,48.77685,0,0,0,0,0,0,0,0,78.41751,74.10975,36.47716,47.95297,28.79026,53.35635,47.14871,48.53246,52.93157,29.3686,33.13109,50.06619,69.94751,55.62922,49.95167,51.83902,21.14288,27.19328,72.80611,65.89187,64.20761,63.85793,66.78414,64.31779,61.87745,64.3959,63.45178,63.50811,43.65186,48.97621,48.09036,48.81262,51.59451,49.55065,50.67248,56.84536,58.54409,65.48083,43.63263,44.12546,39.34998,49.1119,49.59754,65.9058,57.96385,50.63722,61.79221,59.54198,56.23697,56.57468,56.93405,59.52492,63.28307,55.58337,53.70542,56.83279,63.18089,62.40975,63.90957,52.19028,54.95874,53.63811,50.0584,72.39028,52.97959,56.68963,41.30665,49.1689,47.34404,40.78699,43.68393,43.9554,47.19795,60.28286,58.13883,56.3787,55.19061,53.31645,58.25393,53.13093,52.29107,51.2714,63.44105,61.00748,45.24362,48.72788,43.96407,46.41791,54.37881,49.23768,49.05207,44.17967,40.75512,47.41387,39.08571,42.76692,69.87353,67.91352,42.00876,41.83874,52.88581,61.22598,55.82804,44.42184,28.48534,45.76981,48.58452,53.27313,47.20281,57.72074,52.18727,49.95388,45.97419,51.4618,49.47478,47.98876,57.34593,55.91939,59.7245,56.93553,38.98852,44.72686,42.8619,44.88554,74.90288,75.56673,53.91611,60.10528,51.71392,57.54581,62.21629,57.64439,20.28928,0,0.82125,58.07248,60.18914,0,0,0,0,0,0,0,0,23.158,51.25992,65.65848,67.27455,52.31978,57.2722,55.51485,54.49349,59.97653,49.57216,52.60621,16.46855,60.16686,61.77394,63.1994,51.62113,44.25967,0,0,0,0,0,12.06705,34.46903,53.19132,53.27168,62.06828,57.00972,50.4762
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales,86.67171,82.45931,84.22409,89.92657,92.04883,76.28786,80.66566,83.83337,71.26685,83.14662,75.98463,76.98973,77.54217,76.05675,72.53327,75.09982,45.49871,33.70364,39.31632,36.62148,31.19336,44.79539,32.03259,31.55549,32.05497,26.55006,39.23174,37.65342,39.09825,34.71081,38.36205,28.14529,45.53425,40.20064,38.89064,47.30518,28.22378,34.5659,37.54556,39.19577,41.73155,41.03976,35.04979,37.82575,28.03865,38.57741,43.26272,42.32287,35.72065,47.15157,44.27947,41.46428,46.97408,49.56932,45.56576,43.55897,93.1147,94.56374,91.03511,81.9687,91.88438,92.99683,90.21596,82.94311,9.46771,12.91409,56.72105,43.89281,57.00929,42.3053,49.45152,44.31974,40.76836,61.332,56.58853,30.89733,20.14974,34.79025,38.33467,36.3044,53.65197,52.45734,21.0901,25.38281,27.39637,27.92239,17.85948,18.19236,19.60531,20.43376,26.73127,26.11582,34.73297,43.21927,40.75649,34.30946,42.68969,44.85156,42.35235,34.39793,34.46352,31.13951,42.45926,40.03731,45.92795,40.52216,41.78003,30.41332,35.20457,44.69733,31.39616,32.39777,31.9,34.15581,40.88051,31.98836,31.72756,34.61838,35.55927,34.29712,31.78637,31.49553,29.33678,36.13792,34.03709,37.24123,37.33493,16.37439,25.97691,33.58367,54.40491,45.32896,48.66037,36.12559,38.91764,38.6271,33.65697,32.60474,37.4541,36.78284,39.42798,38.6705,35.01818,37.89464,45.26065,46.1937,30.11915,30.69999,44.57569,40.72878,45.88506,41.55507,39.92412,45.4377,45.41995,48.7518,37.02813,38.32635,32.69779,33.62825,11.0578,15.7106,52.87284,52.03588,37.20257,31.524,38.3257,43.87022,63.03984,47.85089,43.77742,40.8533,48.26602,38.09705,43.54696,45.51247,43.91664,38.82427,38.07662,38.78792,37.1612,38.8817,33.14193,36.91658,44.45906,39.20314,42.86746,40.01515,10.71889,10.95166,41.50451,35.24273,41.90339,29.80225,32.04418,29.9223,63.39952,92.25879,0.86079,35.66184,32.59124,75.11239,81.74636,73.75148,80.49179,93.72115,94.27097,90.50331,93.18929,62.47769,40.04107,22.0189,20.1854,39.68083,33.09654,35.89816,38.84967,34.68101,43.20542,38.70951,52.36362,33.61039,33.85446,31.55308,29.98566,25.49335,81.97785,93.93148,95.79625,96.81913,96.8059,70.09416,43.99338,38.18986,39.47727,24.13005,36.80474,35.88998
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales,1.85587,2.68091,0.99936,0.3878,0.55405,1.18948,3.88114,3.42545,7.83161,2.06991,1.38513,4.06698,3.22821,2.41622,3.03936,3.25318,2.13383,1.88338,0.99164,4.28266,2.57759,6.58602,13.94314,13.06885,11.44125,13.29495,3.01082,4.76741,5.89047,6.8997,0,3.29282,0,0,0.27434,0.19963,6.3374,1.79848,2.20385,3.10936,3.47472,2.23879,3.83205,9.6248,7.75137,4.51434,5.05927,6.82782,2.98726,2.12463,1.915,1.58842,4.55725,3.31078,3.49502,3.8595,5.06943,4.23115,6.81694,8.03681,5.71315,5.26836,4.93224,6.29155,3.00323,6.62801,3.178,1.93498,3.07147,2.10393,1.49685,2.9899,3.36866,1.93605,1.97887,6.22165,2.47193,4.5005,4.43116,6.45529,2.54071,2.81997,3.84608,4.88838,3.88369,5.30296,3.39683,2.55611,2.39148,2.49646,7.15891,6.8336,3.72833,1.72222,5.364,6.73733,1.31423,0.77798,0.48939,2.7997,1.00966,0.66531,1.92563,1.37284,1.24441,0.78339,6.24314,1.27927,4.12719,2.29089,4.69185,5.56483,7.89611,5.74224,0,3.49095,2.59275,2.824,2.92231,1.97429,4.81154,5.77896,6.18988,2.05682,2.41574,2.65352,0.83317,5.73328,13.89899,7.09909,1.86123,1.80934,1.34319,1.56934,1.69755,1.31636,1.48095,4.78387,1.45208,4.06439,2.69298,3.90495,4.3531,5.4154,0,0,0.01375,1.21755,1.6698,3.48833,3.29568,3.31152,5.1114,4.86874,5.13136,6.61186,1.56097,2.33409,1.38982,0.8635,5.48329,6.30223,1.70891,2.19477,4.56325,3.93009,1.92764,8.26096,3.26323,2.31944,5.4003,3.14995,0,0,0.33951,0.40524,2.7293,2.65494,3.41035,4.32735,5.00313,4.71734,6.55147,5.63309,1.39412,1.74372,1.25628,1.65751,4.13499,7.1486,2.00027,1.96708,2.96831,2.84166,1.49346,1.72211,10.84194,0.20797,0,2.67556,1.876,2.93232,1.82708,2.38677,3.76249,4.75244,4.68277,5.12789,4.01216,2.74831,3.60739,6.85215,7.06632,2.96094,2.01548,1.42075,2.06171,1.96541,3.26126,3.15296,5.61964,1.48236,0.96357,1.68308,2.33715,4.96796,4.12971,4.44451,3.20135,2.67136,2.66044,5.01305,1.64928,4.43749,3.48317,5.54991,0.8703,1.46971
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified,1.53637,2.53502,1.79634,0.06654,0.07472,6.67089,1.83984,3.2014,11.23454,5.63452,6.51378,7.58015,6.00052,6.9347,5.88078,5.01943,0.05114,0.09851,0.06177,0.13808,0.03709,0.05654,0.17828,0.16587,0,0,0.06884,0.1305,0,0.00186,0.10034,0.14274,0.13621,0.11042,0.11235,0.08131,0.24855,0.09438,0.73972,0.13016,0.15302,0.70123,0.90833,0.12678,0.1055,0.11426,0.08919,0.13487,0.15925,0.1353,0.09196,0.12618,0.11011,0.15176,0.12465,0.12626,0.19141,0.07253,0.28313,0.07463,0.16012,0.16,0.04822,0.13832,0,0,0.11468,0.13894,0.35148,0.37075,0.30434,0.57606,0.47562,0.00128,0,1.6408,0.13177,0.00984,0,0.02267,0.11859,0.06304,0.15018,0.10639,0.16579,0.14942,0.40232,0.57019,0.41901,0.47179,0.1615,0.09026,0.62619,0.49316,0.36548,0.46491,2.55853,3.10183,2.43468,0.28446,0.97134,0.71068,9.31593,10.40634,6.25302,5.25285,0.06509,0.03704,0.08989,0.09792,0.06752,0.08141,0,0,0.04785,0.12309,0.1264,0.12398,0.1713,0.05695,0.05524,0.09653,0.0655,0.36995,0.47538,0.21274,0.20853,0,0,0.29081,0.4266,0.33768,0.32656,0.54666,0.60429,0.25537,0.3415,0.09622,0.03794,0.06571,0.08128,0.0813,0,0.04203,0.06924,0.04133,0.0971,0.15664,0.26349,0.06612,0.43395,0.47253,0.11385,0.0278,0.05512,0.07713,0.89336,0.75548,0.22352,0.38395,0,0,0.32462,0.28363,0.19106,0.04784,0.03387,0.1064,0.2213,0.08151,0.1134,0,0.13978,0.09245,0.10896,0.13809,0.22474,0.12727,1.45115,1.36274,0.11107,0.08397,0.06272,0.07979,0.3403,0.20162,0.4326,0.46296,0,0,0.3338,0.2456,0.51348,1.29949,0.31059,4.38222,0.62024,0.0694,0,0.16466,0.09461,7.74537,5.99019,4.86156,4.45314,0.19924,0.07557,0,0.08863,0.30052,0.14492,0.00722,0.01972,1.34357,0.56225,1.27073,0.32197,0.15652,0.43732,0.25934,0.26176,1.36061,0.25831,0.25573,0.22126,0.47038,6.29178,0.16582,0.10353,0,0,0.39463,1.45124,0.16114,0.03717,0.07524,3.89503,0.36896
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales,0.39693,0.52359,0.42517,0.45983,0.34398,0.42923,0.60882,0.35314,0.46847,0.2531,0.79836,0.53326,0.26973,0.21677,0.46072,0.3928,0.20962,0.33458,0.22132,0.3022,0.28868,0.10985,0.33663,0.27253,0.35811,0.17779,0.18997,0.48942,0.24121,0.26239,0.16947,0.33536,0.27291,0.25349,0.13268,0.21536,0.0816,0.00148,0.05922,0.30812,0.23212,0.10547,0.09699,0.25572,0.26883,0.23758,0.21989,0.26086,0.39919,0.56906,0.29121,0.54087,0.59211,0.6003,0.51101,0.54014,1.07697,0.74127,1.20593,0.65574,0.8267,1.26351,0.48645,0.98085,0,0,0.32669,0.16656,0.27724,0.20006,0.15786,0.24215,0.24976,0.23741,0.26414,0.13979,0.31474,0.3197,0.34916,0.22089,1.21283,0.72799,0.06747,0.0738,0.17486,0.10056,0.11496,0.10038,0.14366,0.12845,0.02682,0.01398,0.16113,0.17013,0.24349,0.13492,0.16418,0.19529,0.21859,0.17087,0.26366,0.10588,0.27998,0.39096,0.44272,0.27224,0.22655,0.13562,0.19705,0.13005,0.14051,0.23012,0.28728,0.2607,0.37254,0.22371,0.44713,0.13082,0.09976,0.04637,0.14198,0.21331,0.26733,0.13968,0.10434,0.09657,0.22547,0,0,0.23264,0.24808,0.21988,0.19872,0.19929,0.21814,0.14001,0.09626,0.33717,0.32859,0.30035,0.19617,0.47968,0.26625,0.32863,0.28468,0.41706,0.11203,0.22352,0.45917,0.2774,0.10018,0.14095,0.16691,0.14625,0.21044,0.21502,0.34969,0.19563,0.13826,0.16776,0,0,0.37933,0.30823,0.20953,0.26438,0.35255,0.13723,0.19658,1.02474,0.46898,0.48042,0.4015,0.17526,0.15875,0.18218,0.30978,0.24617,0.13251,0.12647,0.15314,0.20883,0.28399,0.21367,0.18858,0.23787,0.10487,0.1405,0,0,0.16345,0.18658,0.13592,0.121,0.16936,0.09204,0.01508,0.34225,0,0.15502,0.15946,0.31882,0.5354,0.8668,0.51937,0.86523,0.8109,0.4898,0.67883,0.4464,0.10065,0.0151,0.03509,0.22525,0.11491,0.13973,0.26266,0.10608,0.26126,0.28718,0.60728,0.19898,0.24438,0.07654,0.16088,0.09894,0.35269,1.05228,0.78547,0.483,0.47348,0.88548,0.7092,0.13763,0.06916,0.1185,0.14059,0.20286
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales,1.03293,0.86753,1.36868,0,0,0.01334,0.01956,0,0.02479,0.28267,0.0061,0,0,0,0.22348,0.16917,0,0,0,0.38914,0.03312,0,0.00254,0,0,0,0,0.02151,0.00726,0.04057,0.95186,3.53059,0.06616,0.21336,0.94159,1.50813,0,0.63497,0,0,0,0.00821,0.05939,1.37672,0.66068,0,0.12704,0.1038,10.50585,0.43507,0,0.69005,3.61137,2.21055,0.13185,2.30798,0.27694,0,0.48167,9.14313,1.25549,0.21251,4.08384,9.53893,0.88103,0.81296,0.87882,3.72507,4.68338,0,0,0.82801,0.0897,0.06227,0.01442,1.51827,0.1087,0.08076,0,0.00057,0.2198,0.05025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35063,0.07932,2.08313,0.23903,0.12061,0.01365,0.05693,0.09972,1.04282,0.17343,0.00075,0,0.00751,0.03812,0.02132,0.01976,0.0062,0.00438,0.06548,2.8053,0.97191,0,0.0525,0.06626,0.00055,0,0.20735,0.02571,0.11052,0.42323,0,2.16907,2.74145,0.0043,0,1.21627,0.19938,12.51044,7.99476,7.1977,6.01746,0,0.00106,0,0,0.00056,0,0.00305,0.13624,0.02979,4.16319,4.80414,0,0,0,0.21625,0,0,0.09299,0.1006,7.80748,3.98411,19.3569,11.79935,1.72538,1.62078,0,0.91558,2.58088,0.28201,0.01573,0.21894,0.34009,0.0095,0.0032,0.02363,0.27789,0.71951,1.49231,1.70662,0.00153,0.04426,0.39197,0.19195,0,0,0.02665,0.03305,6.03827,5.37535,5.58806,4.91319,1.15949,0.83352,0.00212,0,1.02951,0.76688,0.83999,0.8522,3.67465,0.00536,17.15893,0,2.26026,0.01564,0,0.06058,0.00777,0.21091,0.01951,3.81282,1.88708,0.72971,0,0,0,0.33447,0.32512,0.06422,0.00781,0,0.38281,1.93573,5.38303,0.04426,0,0,12.93846,22.67889,0,0.28262,0.0301,0,0,0.35527,2.67303,0,0,0,0.07002,8.00165
k__Bacteria|p__Firmicutes|c__CFGB3053|o__OFGB3053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05853,0,0,0.00673,0.0022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02935,0.05369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01393,0,0.02268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00095,0.02355,0,0,0,0,0,0,0,0,0,0,0.00207,0,0.02359,0.03693,0.00147,0,0,0,0,0,0.00186,0.01113,0.02616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00585,0,0,0,0,0,0,0,0,0,0.01462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB40183|o__OFGB40183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales,1.44017,1.02381,1.20469,0.41852,0.35262,0.21695,0,0.78538,0.81008,0.0922,0,0.48704,0.10285,0.16607,0.38655,0.37974,0.03432,0.14773,0.62596,0,0,0,0.05517,0.06679,0.98438,0.05505,0,0,0.004,0.11788,0,0,0,0,0,0,0.18084,0.47715,0.34345,0,0,0,0,0,0,0.18958,0,0,1.2527,1.12635,0.34395,1.30787,0.68783,0.87872,0.62123,0.56491,0,0,0,0,0,0,0,0,0.19792,0.17679,0,0,0,0,0,0,0,0.48715,0.52338,1.85881,0.56557,0.283,0.20201,0.11143,0.6392,0.29554,1.56633,0.58148,1.06182,1.94139,0,0,0,0.00758,0.18619,0.56679,0.2557,2.61519,0.41012,0.66037,0.42784,0.25946,0.66151,2.37131,2.17119,0.38986,0.2265,0.36018,0.58429,0.4015,0,0,0.61405,0.12217,0,0.01689,1.65561,0.16617,0,0,0,0,0.12365,0.04405,0,0,0,0.06018,0.03603,0.0051,0.09023,0.36618,0.93804,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05982,0.05713,0,0,0,0,0,0,0,0,0.28822,0.26642,0,0,0.00146,0.0047,0,0.01383,0.49536,0.51911,0,0,0,0,0,0,0.03288,0,0,0,0,0,0,0,0,0,0,0,0.20648,0.17351,0.18047,0.16859,0,0,0.02754,0,0.19823,0.15121,0,0,0,0.17978,0.31346,0.32385,0.61097,0.20814,81.12685,0,0,0.01995,0.06402,0.54977,0.39983,0,0,0,0,0.68294,2.04146,0.62739,0.68539,0.52761,0.17956,0.14356,0,0,0,0,3.45758,0.65874,0.14413,0.13331,0.11424,0.25736,0.94293,0,0,0,0,0.88374,1.39595,0.00689,0,2.10043,0.18521,1.14051
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.6882,47.91478,41.40258,42.49017,52.54977,29.087,23.49044,22.36261,21.21217,26.00843,27.89393,30.29876,23.28152,21.73339,45.64786,48.81305,34.55814,39.35362,39.95539,35.74317,43.72465,39.42847,31.99631,32.35083,35.06105,38.32833,40.09601,39.91591,51.45343,43.80251,37.7114,40.31006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.18607,38.93872,21.91864,29.56288,17.45807,38.90599,31.67411,31.58359,35.36095,5.3342,7.33081,15.32703,32.90075,28.5961,24.37731,20.63676,17.26785,22.72189,64.74237,54.78539,61.74603,49.18116,56.25502,54.62947,53.64178,54.59467,60.90043,58.90338,32.87141,45.00416,38.53536,33.48558,45.08718,39.52097,41.87316,47.46121,43.41583,46.38595,27.85471,25.71109,23.52472,27.30458,36.31616,51.90427,46.07483,39.82369,25.17464,23.72855,19.71627,20.93997,37.66327,43.39606,50.03467,37.15114,39.37955,40.17751,46.87462,48.88471,48.70621,45.56015,48.40058,45.7649,44.44574,36.70181,19.33926,34.95404,29.39154,32.42015,26.70336,33.11609,35.95176,37.33781,40.02622,44.29585,45.4554,38.58839,19.28929,19.77849,17.60171,17.69449,31.29603,31.35696,42.04898,45.50164,29.7453,33.43778,33.57417,37.71959,39.72925,36.06427,38.98299,36.26724,32.25557,37.396,33.57314,36.80857,31.34806,27.78056,27.80609,31.60455,40.74655,50.77594,45.35777,31.58934,17.30005,24.9257,26.51331,26.78022,33.18242,42.25629,41.19298,38.55042,35.94865,37.14446,37.71508,36.34173,42.4143,44.2976,42.55217,42.77081,31.88439,34.66097,34.25381,36.67807,49.72258,48.46623,39.11076,43.38717,32.58186,53.57017,57.16703,52.15265,9.98003,0,0.71431,53.61938,55.84544,0,0,0,0,0,0,0,0,20.8361,39.20952,45.90397,48.38196,34.94366,33.06282,36.38379,44.69402,54.27104,41.40571,43.8934,13.26041,43.41158,54.99707,58.55849,47.28526,41.84625,0,0,0,0,0,4.81354,25.92216,46.60899,48.6063,46.8216,43.68851,47.98269
